material1,material2,relationship_type,confidence,page_reference
Niobium,Palladium,supply_chain_input,high,1
Niobium,Phosphate,supply_chain_input,high,1
Niobium,Platinum,supply_chain_input,high,1
Niobium,Potash,supply_chain_input,high,1
Niobium,Quartz,supply_chain_input,high,1
Niobium,Rare Earths,supply_chain_input,high,1
Niobium,Rhenium,supply_chain_input,high,1
Niobium,Rubidium,supply_chain_input,high,1
Niobium,Salt,supply_chain_input,high,1
Niobium,Scandium,supply_chain_input,high,1
Niobium,Selenium,supply_chain_input,high,1
Niobium,Silicon,supply_chain_input,high,1
Niobium,Silver,supply_chain_input,high,1
Niobium,Soda Ash,supply_chain_input,high,1
Niobium,Steel,supply_chain_input,high,1
Niobium,Strontium,supply_chain_input,high,1
Niobium,Sulfur,supply_chain_input,high,1
Niobium,Tantalum,supply_chain_input,high,1
Niobium,Tellurium,supply_chain_input,high,1
Niobium,Thallium,supply_chain_input,high,1
Niobium,Thorium,supply_chain_input,high,1
Niobium,Tin,supply_chain_input,high,1
Niobium,Titanium,supply_chain_input,high,1
Niobium,Tungsten,supply_chain_input,high,1
Niobium,Vanadium,supply_chain_input,high,1
Niobium,Yttrium,supply_chain_input,high,1
Niobium,Zinc,supply_chain_input,high,1
Niobium,Zirconium,supply_chain_input,high,1
Nitrogen,Palladium,supply_chain_input,high,1
Nitrogen,Phosphate,supply_chain_input,high,1
Nitrogen,Platinum,supply_chain_input,high,1
Nitrogen,Potash,supply_chain_input,high,1
Nitrogen,Quartz,supply_chain_input,high,1
Nitrogen,Rare Earths,supply_chain_input,high,1
Nitrogen,Rhenium,supply_chain_input,high,1
Nitrogen,Rubidium,supply_chain_input,high,1
Nitrogen,Salt,supply_chain_input,high,1
Nitrogen,Scandium,supply_chain_input,high,1
Nitrogen,Selenium,supply_chain_input,high,1
Nitrogen,Silicon,supply_chain_input,high,1
Nitrogen,Silver,supply_chain_input,high,1
Nitrogen,Soda Ash,supply_chain_input,high,1
Nitrogen,Steel,supply_chain_input,high,1
Nitrogen,Strontium,supply_chain_input,high,1
Nitrogen,Sulfur,supply_chain_input,high,1
Nitrogen,Tantalum,supply_chain_input,high,1
Nitrogen,Tellurium,supply_chain_input,high,1
Nitrogen,Thallium,supply_chain_input,high,1
Nitrogen,Thorium,supply_chain_input,high,1
Nitrogen,Tin,supply_chain_input,high,1
Nitrogen,Titanium,supply_chain_input,high,1
Nitrogen,Tungsten,supply_chain_input,high,1
Nitrogen,Vanadium,supply_chain_input,high,1
Nitrogen,Yttrium,supply_chain_input,high,1
Nitrogen,Zinc,supply_chain_input,high,1
Nitrogen,Zirconium,supply_chain_input,high,1
Palladium,Phosphate,supply_chain_input,high,1
Palladium,Platinum,supply_chain_input,high,1
Palladium,Potash,supply_chain_input,high,1
Palladium,Quartz,supply_chain_input,high,1
Palladium,Rare Earths,supply_chain_input,high,1
Palladium,Rhenium,supply_chain_input,high,1
Palladium,Rhodium,supply_chain_input,high,148
Palladium,Rubidium,supply_chain_input,high,1
Palladium,Ruthenium,supply_chain_input,high,148
Palladium,Salt,supply_chain_input,high,1
Palladium,Scandium,supply_chain_input,high,1
Palladium,Selenium,supply_chain_input,high,1
Palladium,Silicon,supply_chain_input,high,1
Palladium,Silver,supply_chain_input,high,1
Palladium,Soda Ash,supply_chain_input,high,1
Palladium,Steel,supply_chain_input,high,1
Palladium,Strontium,supply_chain_input,high,1
Palladium,Sulfur,supply_chain_input,high,1
Palladium,Tantalum,supply_chain_input,high,1
Palladium,Tellurium,supply_chain_input,high,1
Palladium,Thallium,supply_chain_input,high,1
Palladium,Thorium,supply_chain_input,high,1
Palladium,Tin,supply_chain_input,high,1
Palladium,Titanium,supply_chain_input,high,1
Palladium,Tungsten,supply_chain_input,high,1
Palladium,Vanadium,supply_chain_input,high,1
Palladium,Yttrium,supply_chain_input,high,1
Palladium,Zinc,supply_chain_input,high,1
Palladium,Zirconium,supply_chain_input,high,1
Phosphate,Platinum,supply_chain_input,high,1
Phosphate,Potash,supply_chain_input,high,1
Phosphate,Quartz,supply_chain_input,high,1
Phosphate,Rare Earths,supply_chain_input,high,1
Phosphate,Rhenium,supply_chain_input,high,1
Phosphate,Rubidium,supply_chain_input,high,1
Phosphate,Salt,supply_chain_input,high,1
Phosphate,Scandium,supply_chain_input,high,1
Phosphate,Selenium,supply_chain_input,high,1
Phosphate,Silicon,supply_chain_input,high,1
Phosphate,Silver,supply_chain_input,high,1
Phosphate,Soda Ash,supply_chain_input,high,1
Phosphate,Steel,supply_chain_input,high,1
Phosphate,Strontium,supply_chain_input,high,1
Phosphate,Sulfur,supply_chain_input,high,1
Phosphate,Tantalum,supply_chain_input,high,1
Phosphate,Tellurium,supply_chain_input,high,1
Phosphate,Thallium,supply_chain_input,high,1
Phosphate,Thorium,supply_chain_input,high,1
Phosphate,Tin,supply_chain_input,high,1
Phosphate,Titanium,supply_chain_input,high,1
Phosphate,Tungsten,supply_chain_input,high,1
Phosphate,Uranium,supply_chain_input,high,84
Phosphate,Vanadium,supply_chain_input,high,1
Phosphate,Yttrium,supply_chain_input,high,1
Phosphate,Zinc,supply_chain_input,high,1
Phosphate,Zirconium,supply_chain_input,high,1
Platinum,Potash,supply_chain_input,high,1
Platinum,Quartz,supply_chain_input,high,1
Platinum,Rare Earths,supply_chain_input,high,1
Platinum,Rhenium,supply_chain_input,high,1
Platinum,Rhodium,supply_chain_input,high,148
Platinum,Rubidium,supply_chain_input,high,1
Platinum,Ruthenium,supply_chain_input,high,148
Platinum,Salt,supply_chain_input,high,1
Platinum,Scandium,supply_chain_input,high,1
Platinum,Selenium,supply_chain_input,high,1
Platinum,Silicon,supply_chain_input,high,1
Platinum,Silver,supply_chain_input,high,1
Platinum,Soda Ash,supply_chain_input,high,1
Platinum,Steel,supply_chain_input,high,1
Platinum,Strontium,supply_chain_input,high,1
Platinum,Sulfur,supply_chain_input,high,1
Platinum,Tantalum,supply_chain_input,high,1
Platinum,Tellurium,supply_chain_input,high,1
Platinum,Thallium,supply_chain_input,high,1
Platinum,Thorium,supply_chain_input,high,1
Platinum,Tin,supply_chain_input,high,1
Platinum,Titanium,supply_chain_input,high,1
Platinum,Tungsten,supply_chain_input,high,1
Platinum,Vanadium,supply_chain_input,high,1
Platinum,Yttrium,supply_chain_input,high,1
Platinum,Zinc,supply_chain_input,high,1
Platinum,Zirconium,supply_chain_input,high,1
Potash,Quartz,supply_chain_input,high,1
Potash,Rare Earths,supply_chain_input,high,1
Potash,Rhenium,supply_chain_input,high,1
Potash,Rubidium,supply_chain_input,high,1
Potash,Salt,supply_chain_input,high,1
Potash,Scandium,supply_chain_input,high,1
Potash,Selenium,supply_chain_input,high,1
Potash,Silicon,supply_chain_input,high,1
Potash,Silver,supply_chain_input,high,1
Potash,Soda Ash,supply_chain_input,high,1
Potash,Steel,supply_chain_input,high,1
Potash,Strontium,supply_chain_input,high,1
Potash,Sulfur,supply_chain_input,high,1
Potash,Tantalum,supply_chain_input,high,1
Potash,Tellurium,supply_chain_input,high,1
Potash,Thallium,supply_chain_input,high,1
Potash,Thorium,supply_chain_input,high,1
Potash,Tin,supply_chain_input,high,1
Potash,Titanium,supply_chain_input,high,1
Potash,Tungsten,supply_chain_input,high,1
Potash,Vanadium,supply_chain_input,high,1
Potash,Yttrium,supply_chain_input,high,1
Potash,Zinc,supply_chain_input,high,1
Potash,Zirconium,supply_chain_input,high,1
Praseodymium,Rare Earths,supply_chain_input,high,29
Praseodymium,Silver,supply_chain_input,high,29
Praseodymium,Tantalum,supply_chain_input,high,29
Praseodymium,Terbium,supply_chain_input,high,29
Praseodymium,Titanium,supply_chain_input,high,29
Praseodymium,Tungsten,supply_chain_input,high,29
Quartz,Rare Earths,supply_chain_input,high,1
Quartz,Rhenium,supply_chain_input,high,1
Quartz,Rubidium,supply_chain_input,high,1
Quartz,Salt,supply_chain_input,high,1
Quartz,Scandium,supply_chain_input,high,1
Quartz,Selenium,supply_chain_input,high,1
Quartz,Silicon,supply_chain_input,high,1
Quartz,Silver,supply_chain_input,high,1
Quartz,Soda Ash,supply_chain_input,high,1
Quartz,Steel,supply_chain_input,high,1
Quartz,Strontium,supply_chain_input,high,1
Quartz,Sulfur,supply_chain_input,high,1
Quartz,Tantalum,supply_chain_input,high,1
Quartz,Tellurium,supply_chain_input,high,1
Quartz,Thallium,supply_chain_input,high,1
Quartz,Thorium,supply_chain_input,high,1
Quartz,Tin,supply_chain_input,high,1
Quartz,Titanium,supply_chain_input,high,1
Quartz,Tungsten,supply_chain_input,high,1
Quartz,Vanadium,supply_chain_input,high,1
Quartz,Yttrium,supply_chain_input,high,1
Quartz,Zinc,supply_chain_input,high,1
Quartz,Zirconium,supply_chain_input,high,1
Rare Earths,Rhenium,supply_chain_input,high,1
Rare Earths,Rubidium,supply_chain_input,high,1
Rare Earths,Rutile,supply_chain_input,high,202
Rare Earths,Salt,supply_chain_input,high,1
Rare Earths,Scandium,supply_chain_input,high,1
Rare Earths,Selenium,supply_chain_input,high,1
Rare Earths,Silicon,supply_chain_input,high,1
Rare Earths,Silver,supply_chain_input,high,1
Rare Earths,Soda Ash,supply_chain_input,high,1
Rare Earths,Spodumene,supply_chain_input,high,122
Rare Earths,Steel,supply_chain_input,high,1
Rare Earths,Strontium,supply_chain_input,high,1
Rare Earths,Sulfur,supply_chain_input,high,1
Rare Earths,Tantalum,supply_chain_input,high,1
Rare Earths,Tellurium,supply_chain_input,high,1
Rare Earths,Terbium,supply_chain_input,high,29
Rare Earths,Thallium,supply_chain_input,high,1
Rare Earths,Thorium,supply_chain_input,high,1
Rare Earths,Tin,supply_chain_input,high,1
Rare Earths,Titanium,supply_chain_input,high,1
Rare Earths,Tungsten,supply_chain_input,high,1
Rare Earths,Uranium,supply_chain_input,high,20
Rare Earths,Vanadium,supply_chain_input,high,1
Rare Earths,Yttrium,supply_chain_input,high,1
Rare Earths,Zinc,supply_chain_input,high,1
Rare Earths,Zirconium,supply_chain_input,high,1
Rhenium,Rubidium,supply_chain_input,high,1
Rhenium,Salt,supply_chain_input,high,1
Rhenium,Scandium,supply_chain_input,high,1
Rhenium,Selenium,supply_chain_input,high,1
Rhenium,Silicon,supply_chain_input,high,1
Rhenium,Silver,supply_chain_input,high,1
Rhenium,Soda Ash,supply_chain_input,high,1
Rhenium,Steel,supply_chain_input,high,1
Rhenium,Strontium,supply_chain_input,high,1
Rhenium,Sulfur,supply_chain_input,high,1
Rhenium,Tantalum,supply_chain_input,high,1
Rhenium,Tellurium,supply_chain_input,high,1
Rhenium,Thallium,supply_chain_input,high,1
Rhenium,Thorium,supply_chain_input,high,1
Rhenium,Tin,supply_chain_input,high,1
Rhenium,Titanium,supply_chain_input,high,1
Rhenium,Tungsten,supply_chain_input,high,1
Rhenium,Vanadium,supply_chain_input,high,1
Rhenium,Yttrium,supply_chain_input,high,1
Rhenium,Zinc,supply_chain_input,high,1
Rhenium,Zirconium,supply_chain_input,high,1
Rhodium,Ruthenium,supply_chain_input,high,148
Rhodium,Silver,supply_chain_input,high,148
Rhodium,Tantalum,supply_chain_input,high,148
Rhodium,Titanium,supply_chain_input,high,148
Rhodium,Tungsten,supply_chain_input,high,148
Rubidium,Salt,supply_chain_input,high,1
Rubidium,Scandium,supply_chain_input,high,1
Rubidium,Selenium,supply_chain_input,high,1
Rubidium,Silicon,supply_chain_input,high,1
Rubidium,Silver,supply_chain_input,high,1
Rubidium,Soda Ash,supply_chain_input,high,1
Rubidium,Spodumene,supply_chain_input,high,69
Rubidium,Steel,supply_chain_input,high,1
Rubidium,Strontium,supply_chain_input,high,1
Rubidium,Sulfur,supply_chain_input,high,1
Rubidium,Tantalum,supply_chain_input,high,1
Rubidium,Tellurium,supply_chain_input,high,1
Rubidium,Thallium,supply_chain_input,high,1
Rubidium,Thorium,supply_chain_input,high,1
Rubidium,Tin,supply_chain_input,high,1
Rubidium,Titanium,supply_chain_input,high,1
Rubidium,Tungsten,supply_chain_input,high,1
Rubidium,Vanadium,supply_chain_input,high,1
Rubidium,Yttrium,supply_chain_input,high,1
Rubidium,Zinc,supply_chain_input,high,1
Rubidium,Zirconium,supply_chain_input,high,1
Ruthenium,Silver,supply_chain_input,high,148
Ruthenium,Tantalum,supply_chain_input,high,148
Ruthenium,Titanium,supply_chain_input,high,148
Ruthenium,Tungsten,supply_chain_input,high,148
Rutile,Silver,supply_chain_input,high,202
Rutile,Tantalum,supply_chain_input,high,202
Rutile,Titanium,supply_chain_input,high,202
Rutile,Tungsten,supply_chain_input,high,202
Salt,Scandium,supply_chain_input,high,1
Salt,Selenium,supply_chain_input,high,1
Salt,Silicon,supply_chain_input,high,1
Salt,Silver,supply_chain_input,high,1
Salt,Soda Ash,supply_chain_input,high,1
Salt,Steel,supply_chain_input,high,1
Salt,Strontium,supply_chain_input,high,1
Salt,Sulfur,supply_chain_input,high,1
Salt,Tantalum,supply_chain_input,high,1
Salt,Tellurium,supply_chain_input,high,1
Salt,Thallium,supply_chain_input,high,1
Salt,Thorium,supply_chain_input,high,1
Salt,Tin,supply_chain_input,high,1
Salt,Titanium,supply_chain_input,high,1
Salt,Tungsten,supply_chain_input,high,1
Salt,Vanadium,supply_chain_input,high,1
Salt,Yttrium,supply_chain_input,high,1
Salt,Zinc,supply_chain_input,high,1
Salt,Zirconium,supply_chain_input,high,1
Scandium,Selenium,supply_chain_input,high,1
Scandium,Silicon,supply_chain_input,high,1
Scandium,Silver,supply_chain_input,high,1
Scandium,Soda Ash,supply_chain_input,high,1
Scandium,Steel,supply_chain_input,high,1
Scandium,Strontium,supply_chain_input,high,1
Scandium,Sulfur,supply_chain_input,high,1
Scandium,Tantalum,supply_chain_input,high,1
Scandium,Tellurium,supply_chain_input,high,1
Scandium,Thallium,supply_chain_input,high,1
Scandium,Thorium,supply_chain_input,high,1
Scandium,Tin,supply_chain_input,high,1
Scandium,Titanium,supply_chain_input,high,1
Scandium,Tungsten,supply_chain_input,high,1
Scandium,Vanadium,supply_chain_input,high,1
Scandium,Yttrium,supply_chain_input,high,1
Scandium,Zinc,supply_chain_input,high,1
Scandium,Zirconium,supply_chain_input,high,1
Selenium,Silicon,supply_chain_input,high,1
Selenium,Silver,supply_chain_input,high,1
Selenium,Soda Ash,supply_chain_input,high,1
Selenium,Steel,supply_chain_input,high,1
Selenium,Strontium,supply_chain_input,high,1
Selenium,Sulfur,supply_chain_input,high,1
Selenium,Tantalum,supply_chain_input,high,1
Selenium,Tellurium,supply_chain_input,high,1
Selenium,Thallium,supply_chain_input,high,1
Selenium,Thorium,supply_chain_input,high,1
Selenium,Tin,supply_chain_input,high,1
Selenium,Titanium,supply_chain_input,high,1
Selenium,Tungsten,supply_chain_input,high,1
Selenium,Vanadium,supply_chain_input,high,1
Selenium,Yttrium,supply_chain_input,high,1
Selenium,Zinc,supply_chain_input,high,1
Selenium,Zirconium,supply_chain_input,high,1
Silicon,Silver,supply_chain_input,high,1
Silicon,Soda Ash,supply_chain_input,high,1
Silicon,Steel,supply_chain_input,high,1
Silicon,Strontium,supply_chain_input,high,1
Silicon,Sulfur,supply_chain_input,high,1
Silicon,Tantalum,supply_chain_input,high,1
Silicon,Tellurium,supply_chain_input,high,1
Silicon,Thallium,supply_chain_input,high,1
Silicon,Thorium,supply_chain_input,high,1
Silicon,Tin,supply_chain_input,high,1
Silicon,Titanium,supply_chain_input,high,1
Silicon,Tungsten,supply_chain_input,high,1
Silicon,Vanadium,supply_chain_input,high,1
Silicon,Yttrium,supply_chain_input,high,1
Silicon,Zinc,supply_chain_input,high,1
Silicon,Zirconium,supply_chain_input,high,1
Silver,Soda Ash,supply_chain_input,high,1
Silver,Spodumene,supply_chain_input,high,69
Silver,Steel,supply_chain_input,high,1
Silver,Strontium,supply_chain_input,high,1
Silver,Sulfur,supply_chain_input,high,1
Silver,Tantalum,supply_chain_input,high,1
Silver,Tellurium,supply_chain_input,high,1
Silver,Terbium,supply_chain_input,high,29
Silver,Thallium,supply_chain_input,high,1
Silver,Thorium,supply_chain_input,high,1
Silver,Tin,supply_chain_input,high,1
Silver,Titanium,supply_chain_input,high,1
Silver,Tungsten,supply_chain_input,high,1
Silver,Uranium,supply_chain_input,high,84
Silver,Vanadium,supply_chain_input,high,1
Silver,Yttrium,supply_chain_input,high,1
Silver,Zinc,supply_chain_input,high,1
Silver,Zirconium,supply_chain_input,high,1
Soda Ash,Steel,supply_chain_input,high,1
Soda Ash,Strontium,supply_chain_input,high,1
Soda Ash,Sulfur,supply_chain_input,high,1
Soda Ash,Tantalum,supply_chain_input,high,1
Soda Ash,Tellurium,supply_chain_input,high,1
Soda Ash,Thallium,supply_chain_input,high,1
Soda Ash,Thorium,supply_chain_input,high,1
Soda Ash,Tin,supply_chain_input,high,1
Soda Ash,Titanium,supply_chain_input,high,1
Soda Ash,Tungsten,supply_chain_input,high,1
Soda Ash,Vanadium,supply_chain_input,high,1
Soda Ash,Yttrium,supply_chain_input,high,1
Soda Ash,Zinc,supply_chain_input,high,1
Soda Ash,Zirconium,supply_chain_input,high,1
Spodumene,Tantalum,supply_chain_input,high,69
Spodumene,Titanium,supply_chain_input,high,69
Spodumene,Tungsten,supply_chain_input,high,69
Steel,Strontium,supply_chain_input,high,1
Steel,Sulfur,supply_chain_input,high,1
Steel,Tantalum,supply_chain_input,high,1
Steel,Tellurium,supply_chain_input,high,1
Steel,Thallium,supply_chain_input,high,1
Steel,Thorium,supply_chain_input,high,1
Steel,Tin,supply_chain_input,high,1
Steel,Titanium,supply_chain_input,high,1
Steel,Tungsten,supply_chain_input,high,1
Steel,Uranium,supply_chain_input,high,20
Steel,Vanadium,supply_chain_input,high,1
Steel,Yttrium,supply_chain_input,high,1
Steel,Zinc,supply_chain_input,high,1
Steel,Zirconium,supply_chain_input,high,1
Strontium,Sulfur,supply_chain_input,high,1
Strontium,Tantalum,supply_chain_input,high,1
Strontium,Tellurium,supply_chain_input,high,1
Strontium,Thallium,supply_chain_input,high,1
Strontium,Thorium,supply_chain_input,high,1
Strontium,Tin,supply_chain_input,high,1
Strontium,Titanium,supply_chain_input,high,1
Strontium,Tungsten,supply_chain_input,high,1
Strontium,Vanadium,supply_chain_input,high,1
Strontium,Yttrium,supply_chain_input,high,1
Strontium,Zinc,supply_chain_input,high,1
Strontium,Zirconium,supply_chain_input,high,1
Sulfur,Tantalum,supply_chain_input,high,1
Sulfur,Tellurium,supply_chain_input,high,1
Sulfur,Thallium,supply_chain_input,high,1
Sulfur,Thorium,supply_chain_input,high,1
Sulfur,Tin,supply_chain_input,high,1
Sulfur,Titanium,supply_chain_input,high,1
Sulfur,Tungsten,supply_chain_input,high,1
Sulfur,Vanadium,supply_chain_input,high,1
Sulfur,Yttrium,supply_chain_input,high,1
Sulfur,Zinc,supply_chain_input,high,1
Sulfur,Zirconium,supply_chain_input,high,1
Tantalum,Tellurium,supply_chain_input,high,1
Tantalum,Terbium,supply_chain_input,high,29
Tantalum,Thallium,supply_chain_input,high,1
Tantalum,Thorium,supply_chain_input,high,1
Tantalum,Tin,supply_chain_input,high,1
Tantalum,Titanium,supply_chain_input,high,1
Tantalum,Tungsten,supply_chain_input,high,1
Tantalum,Uranium,supply_chain_input,high,84
Tantalum,Vanadium,supply_chain_input,high,1
Tantalum,Yttrium,supply_chain_input,high,1
Tantalum,Zinc,supply_chain_input,high,1
Tantalum,Zirconium,supply_chain_input,high,1
Tellurium,Thallium,supply_chain_input,high,1
Tellurium,Thorium,supply_chain_input,high,1
Tellurium,Tin,supply_chain_input,high,1
Tellurium,Titanium,supply_chain_input,high,1
Tellurium,Tungsten,supply_chain_input,high,1
Tellurium,Vanadium,supply_chain_input,high,1
Tellurium,Yttrium,supply_chain_input,high,1
Tellurium,Zinc,supply_chain_input,high,1
Tellurium,Zirconium,supply_chain_input,high,1
Terbium,Titanium,supply_chain_input,high,29
Terbium,Tungsten,supply_chain_input,high,29
Thallium,Thorium,supply_chain_input,high,1
Thallium,Tin,supply_chain_input,high,1
Thallium,Titanium,supply_chain_input,high,1
Thallium,Tungsten,supply_chain_input,high,1
Thallium,Vanadium,supply_chain_input,high,1
Thallium,Yttrium,supply_chain_input,high,1
Thallium,Zinc,supply_chain_input,high,1
Thallium,Zirconium,supply_chain_input,high,1
Thorium,Tin,supply_chain_input,high,1
Thorium,Titanium,supply_chain_input,high,1
Thorium,Tungsten,supply_chain_input,high,1
Thorium,Vanadium,supply_chain_input,high,1
Thorium,Yttrium,supply_chain_input,high,1
Thorium,Zinc,supply_chain_input,high,1
Thorium,Zirconium,supply_chain_input,high,1
Tin,Titanium,supply_chain_input,high,1
Tin,Tungsten,supply_chain_input,high,1
Tin,Vanadium,supply_chain_input,high,1
Tin,Yttrium,supply_chain_input,high,1
Tin,Zinc,supply_chain_input,high,1
Tin,Zirconium,supply_chain_input,high,1
Titanium,Tungsten,supply_chain_input,high,1
Titanium,Uranium,supply_chain_input,high,84
Titanium,Vanadium,supply_chain_input,high,1
Titanium,Yttrium,supply_chain_input,high,1
Titanium,Zinc,supply_chain_input,high,1
Titanium,Zirconium,supply_chain_input,high,1
Tungsten,Uranium,supply_chain_input,high,20
Tungsten,Vanadium,supply_chain_input,high,1
Tungsten,Yttrium,supply_chain_input,high,1
Tungsten,Zinc,supply_chain_input,high,1
Tungsten,Zirconium,supply_chain_input,high,1
Uranium,Vanadium,supply_chain_input,medium,189
Vanadium,Yttrium,supply_chain_input,high,1
Vanadium,Zinc,supply_chain_input,high,1
Vanadium,Zirconium,supply_chain_input,high,1
Yttrium,Zinc,supply_chain_input,high,1
Yttrium,Zirconium,supply_chain_input,high,1
Zinc,Zirconium,supply_chain_input,high,1
Abrasives,Aluminum,technology_cluster,high,43
Abrasives,Boron,technology_cluster,medium,60
Abrasives,Cobalt,technology_cluster,high,43
Abrasives,Neodymium,technology_cluster,high,43
Abrasives,Nickel,technology_cluster,high,43
Abrasives,Silicon,technology_cluster,high,43
Abrasives,Tantalum,technology_cluster,high,43
Abrasives,Titanium,technology_cluster,high,43
Abrasives,Tungsten,technology_cluster,high,43
Aluminum,Bauxite,technology_cluster,high,55
Aluminum,Chromium,technology_cluster,high,31
Aluminum,Cobalt,technology_cluster,high,31
Aluminum,Copper,technology_cluster,high,31
Aluminum,Garnet,technology_cluster,high,89
Aluminum,Gold,technology_cluster,high,31
Aluminum,Molybdenum,technology_cluster,high,31
Aluminum,Neodymium,technology_cluster,high,31
Aluminum,Nickel,technology_cluster,high,31
Aluminum,Niobium,technology_cluster,high,191
Aluminum,Platinum,technology_cluster,high,191
Aluminum,Rare Earths,technology_cluster,high,31
Aluminum,Scandium,technology_cluster,high,161
Aluminum,Silicon,technology_cluster,high,43
Aluminum,Steel,technology_cluster,high,191
Aluminum,Tantalum,technology_cluster,high,31
Aluminum,Tin,technology_cluster,high,199
Aluminum,Titanium,technology_cluster,high,31
Aluminum,Tungsten,technology_cluster,high,31
Aluminum,Zirconium,technology_cluster,high,191
Antimony,Beryllium,technology_cluster,high,32
Antimony,Bismuth,technology_cluster,high,30
Antimony,Chromium,technology_cluster,high,12
Antimony,Cobalt,technology_cluster,high,12
Antimony,Copper,technology_cluster,high,32
Antimony,Graphite,technology_cluster,high,30
Antimony,Lithium,technology_cluster,high,32
Antimony,Magnesium,technology_cluster,high,30
Antimony,Molybdenum,technology_cluster,high,12
Antimony,Neodymium,technology_cluster,high,12
Antimony,Nickel,technology_cluster,high,12
Antimony,Palladium,technology_cluster,high,12
Antimony,Platinum,technology_cluster,high,12
Antimony,Rare Earths,technology_cluster,high,12
Antimony,Rhenium,technology_cluster,high,12
Antimony,Scandium,technology_cluster,high,29
Antimony,Silver,technology_cluster,high,12
Antimony,Strontium,technology_cluster,high,12
Antimony,Tantalum,technology_cluster,high,12
Antimony,Tellurium,technology_cluster,high,32
Antimony,Thallium,technology_cluster,high,12
Antimony,Tin,technology_cluster,high,30
Antimony,Titanium,technology_cluster,high,12
Antimony,Tungsten,technology_cluster,high,12
Antimony,Vanadium,technology_cluster,high,30
Antimony,Zinc,technology_cluster,high,30
Arsenic,Cobalt,technology_cluster,high,48
Arsenic,Gallium,technology_cluster,high,48
Arsenic,Germanium,technology_cluster,high,48
Arsenic,Neodymium,technology_cluster,high,48
Arsenic,Nickel,technology_cluster,high,48
Arsenic,Tantalum,technology_cluster,high,48
Arsenic,Titanium,technology_cluster,high,48
Arsenic,Tungsten,technology_cluster,high,48
Bauxite,Cobalt,technology_cluster,high,55
Bauxite,Gold,technology_cluster,high,55
Bauxite,Neodymium,technology_cluster,high,55
Bauxite,Nickel,technology_cluster,high,55
Bauxite,Rare Earths,technology_cluster,high,55
Bauxite,Tantalum,technology_cluster,high,55
Bauxite,Titanium,technology_cluster,high,55
Bauxite,Tungsten,technology_cluster,high,55
Beryllium,Chromium,technology_cluster,high,32
Beryllium,Cobalt,technology_cluster,high,32
Beryllium,Copper,technology_cluster,high,32
Beryllium,Lithium,technology_cluster,high,32
Beryllium,Molybdenum,technology_cluster,high,32
Beryllium,Neodymium,technology_cluster,high,32
Beryllium,Nickel,technology_cluster,medium,49
Beryllium,Rare Earths,technology_cluster,high,56
Beryllium,Tantalum,technology_cluster,high,32
Beryllium,Tellurium,technology_cluster,high,32
Beryllium,Tin,technology_cluster,high,32
Beryllium,Titanium,technology_cluster,high,32
Beryllium,Tungsten,technology_cluster,high,32
Bismuth,Chromium,technology_cluster,high,30
Bismuth,Cobalt,technology_cluster,high,30
Bismuth,Copper,technology_cluster,high,192
Bismuth,Graphite,technology_cluster,high,30
Bismuth,Iron,technology_cluster,high,192
Bismuth,Lead,technology_cluster,high,192
Bismuth,Magnesium,technology_cluster,high,30
Bismuth,Molybdenum,technology_cluster,high,30
Bismuth,Neodymium,technology_cluster,high,30
Bismuth,Nickel,technology_cluster,high,30
Bismuth,Rare Earths,technology_cluster,high,193
Bismuth,Selenium,technology_cluster,high,193
Bismuth,Silver,technology_cluster,high,30
Bismuth,Steel,technology_cluster,high,192
Bismuth,Sulfur,technology_cluster,high,193
Bismuth,Tantalum,technology_cluster,high,30
Bismuth,Tellurium,technology_cluster,high,193
Bismuth,Tin,technology_cluster,high,30
Bismuth,Titanium,technology_cluster,high,30
Bismuth,Tungsten,technology_cluster,high,30
Bismuth,Vanadium,technology_cluster,high,30
Bismuth,Zinc,technology_cluster,high,30
Boron,Cadmium,technology_cluster,high,219
Boron,Cobalt,technology_cluster,high,219
Boron,Hafnium,technology_cluster,high,219
Boron,Indium,technology_cluster,high,219
Boron,Neodymium,technology_cluster,high,219
Boron,Nickel,technology_cluster,high,219
Boron,Niobium,technology_cluster,high,219
Boron,Nitrogen,technology_cluster,medium,53
Boron,Silver,technology_cluster,high,219
Boron,Steel,technology_cluster,high,219
Boron,Tantalum,technology_cluster,high,219
Boron,Titanium,technology_cluster,high,219
Boron,Tungsten,technology_cluster,medium,60
Cadmium,Cerium,technology_cluster,high,65
Cadmium,Chromium,technology_cluster,high,64
Cadmium,Cobalt,technology_cluster,high,64
Cadmium,Copper,technology_cluster,high,65
Cadmium,Hafnium,technology_cluster,high,219
Cadmium,Indium,technology_cluster,high,131
Cadmium,Lithium,technology_cluster,high,64
Cadmium,Mercury,technology_cluster,high,131
Cadmium,Molybdenum,technology_cluster,high,65
Cadmium,Neodymium,technology_cluster,high,64
Cadmium,Nickel,technology_cluster,high,64
Cadmium,Niobium,technology_cluster,high,219
Cadmium,Silicon,technology_cluster,high,65
Cadmium,Silver,technology_cluster,high,64
Cadmium,Steel,technology_cluster,high,219
Cadmium,Tantalum,technology_cluster,high,64
Cadmium,Titanium,technology_cluster,high,64
Cadmium,Tungsten,technology_cluster,high,64
Cadmium,Zinc,technology_cluster,high,64
Carbon,Platinum,technology_cluster,medium,141
Cement,Chromium,technology_cluster,high,12
Cement,Cobalt,technology_cluster,high,12
